OBJECTID,stationid,lat,long,River_Mout,POTW_Statu,POTW_Name,Stratum
283,B18-10968,33.923533329999998,-118.568066700000003,,,,Outer Shelf
284,B18-10318,32.705750000000002,-117.347139999999996,,,,Outer Shelf
285,B18-10319,32.659160000000000,-117.337109999999996,,,,Outer Shelf
286,B18-10320,32.585650000000001,-117.340609999999998,,,,Outer Shelf
287,B18-10279,34.418650000000000,-120.214110000000005,,,,Outer Shelf
288,B18-10280,34.397840000000002,-120.087549999999993,,,,Outer Shelf
289,B18-10281,34.394910000000003,-120.331379999999996,,,,Outer Shelf
290,B18-10379,32.955440000000003,-117.362610000000004,,,,Lower Slope
291,B18-10104,33.721809999999998,-118.057720000000003,,,,Marina
292,B18-10089,33.769567000000002,-118.223050000000001,,,,Port
293,B18-10090,33.766216999999997,-118.277682999999996,,,,Port
294,B18-10091,33.762450000000001,-118.220433000000000,,,,Port
295,B18-10092,33.759683000000003,-118.260582999999997,,,,Port
296,B18-10093,33.753366999999997,-118.188083000000006,Los Angeles River,,,Port
297,B18-10094,33.752699999999997,-118.218083300000004,,,,Port
298,B18-10095,33.751033000000000,-118.230800000000002,,,,Port
299,B18-10096,33.745216999999997,-118.215967000000006,,,,Port
300,B18-10097,33.744950000000003,-118.207200000000000,,,,Port
301,B18-10098,33.742283000000000,-118.274167000000006,,,,Port
302,B18-10099,33.740000000000002,-118.276183000000003,,,,Port
303,B18-10100,33.739600000000003,-118.204383300000003,,,,Port
304,B18-10101,33.738916670000002,-118.210400000000007,,,,Port
305,B18-10102,33.738132999999998,-118.229217000000006,,,,Port
306,B18-10103,33.737383000000001,-118.266082999999995,,,,Port
307,B18-10105,33.731650000000002,-118.181083000000001,,,,Port
308,B18-10106,33.731099999999998,-118.192082999999997,,,,Port
309,B18-10107,33.728966669999998,-118.233733299999997,,,,Port
310,B18-10108,33.723866999999998,-118.262117000000003,,,,Port
311,B18-10109,33.719749999999998,-118.231766699999994,,Small,TIWRP,Port
312,B18-10110,33.719082999999998,-118.244983000000005,,Small,TIWRP,Port
313,B18-10111,33.717630000000000,-118.268450000000001,,,,Port
314,B18-10112,32.716270000000002,-117.176320000000004,,,,Port
315,B18-10113,32.716140000000003,-117.173980000000000,,,,Port
316,B18-10114,32.702599999999997,-117.161799999999999,,,,Port
317,B18-10115,32.694420000000001,-117.152540000000002,,,,Port
318,B18-10116,32.691400000000002,-117.153369999999995,,,,Bay
319,B18-10117,32.691884649999999,-117.238369000000006,,,,Port
320,B18-10119,32.690040000000003,-117.143199999999993,,,,Port
321,B18-10121,32.687800000000003,-117.140760000000000,,,,Port
322,B18-10123,32.685490000000001,-117.136349999999993,,,,Port
323,B18-10124,32.684330000000003,-117.131259999999997,,,,Port
324,B18-10126,32.681730000000002,-117.131090000000000,,,,Port
325,B18-10127,32.679200000000002,-117.128360000000001,,,,Port
326,B18-10132,32.674273079999999,-117.124657299999996,,,,Port
327,B18-10133,32.673130000000000,-117.129429999999999,,,,Port
328,B18-10136,32.670279999999998,-117.123500000000007,,,,Port
329,B18-10137,32.667760000000001,-117.121989999999997,,,,Port
330,B18-10139,32.663589999999999,-117.122699999999995,,,,Port
331,B18-10140,32.660559999999997,-117.122960000000006,,,,Port
332,B18-10141,32.660449999999997,-117.125389999999996,,,,Port
333,B18-10142,32.660089999999997,-117.119180000000000,,,,Port
334,B18-10143,32.657631209999998,-117.123121900000001,,,,Port
335,B18-10144,32.651181110000003,-117.122959600000002,,,,Port
336,B18-10129,32.678199999999997,-117.162400000000005,,,,Port
337,B18-10131,32.674799999999998,-117.154100000000000,,,,Port
338,B18-10118,32.690399999999997,-117.234200000000001,,,,Port
339,B18-10120,32.689500000000002,-117.238000000000000,,,,Port
340,B18-10122,32.687199999999997,-117.233900000000006,,,,Port
341,B18-10125,32.683199999999999,-117.129199999999997,,,,Port
342,B18-10128,32.678400000000003,-117.124300000000005,,,,Port
343,B18-10130,32.675899999999999,-117.127099999999999,,,,Port
344,B18-10134,32.673099999999998,-117.120599999999996,,,,Port
345,B18-10135,32.672100000000000,-117.118099999999998,,,,Port
346,B18-10138,32.665999999999997,-117.120000000000005,,,,Port
347,B18-10292,34.195639999999997,-119.637289999999993,,,,Outer Shelf
348,B18-10325,34.261920000000003,-119.805430000000001,,,,Upper Slope
349,B18-10328,34.252139999999997,-119.837320000000005,,,,Upper Slope
350,B18-10332,34.170780000000001,-119.793650000000000,,,,Upper Slope
351,B18-10333,34.158360000000002,-119.827889999999996,,,,Upper Slope
352,B18-10335,34.145690000000002,-119.769980000000004,,,,Upper Slope
353,B18-10338,34.118350000000000,-119.628910000000005,,,,Upper Slope
354,B18-10339,34.041600000000003,-119.197580000000002,,,,Upper Slope
355,B18-10340,34.038510000000002,-119.125630000000001,,,,Upper Slope
356,B18-10344,33.555999759999999,-118.022377000000006,,,,Upper Slope
357,B18-10345,33.555671689999997,-118.114677400000005,,,,Upper Slope
358,B18-10346,33.536861420000001,-117.847686800000005,,,,Upper Slope
359,B18-10343,33.694200000000002,-118.347080000000005,,Large,JWPCP,Upper Slope
360,B18-10347,33.180630000000001,-117.478279999999998,,,,Upper Slope
361,B18-10348,33.093879999999999,-117.417299999999997,,,,Upper Slope
362,B18-10349,33.050409999999999,-117.389610000000005,,,,Upper Slope
363,B18-10350,32.704790000000003,-117.353740000000002,,,,Upper Slope
364,B18-10351,32.692889999999998,-117.394900000000007,,,,Upper Slope
365,B18-10341,33.958350000000003,-118.648833300000007,,,,Upper Slope
366,B18-10342,33.906039999999997,-118.666409999999999,,,,Upper Slope
367,B18-10321,34.362499999999997,-120.010580000000004,,,,Upper Slope
368,B18-10322,34.343100000000000,-120.368499999999997,,,,Upper Slope
369,B18-10323,34.314579999999999,-120.281480000000002,,,,Upper Slope
370,B18-10324,34.284900000000000,-120.456800000000001,,,,Upper Slope
371,B18-10327,34.257980000000003,-120.261499999999998,,,,Upper Slope
372,B18-10330,34.197859999999999,-120.362489999999994,,,,Upper Slope
373,B18-10331,34.183210000000003,-120.350629999999995,,,,Upper Slope
374,B18-10334,34.149880000000003,-120.121250000000003,,,,Upper Slope
375,B18-10336,34.144779999999997,-120.178860000000000,,,,Upper Slope
376,B18-11000,34.228729999999999,-119.819140000000004,,,,Upper Slope
377,B18-10009,33.728200000000001,-118.157983299999998,,,,Bay
378,B18-10010,33.727583330000002,-118.176016700000005,,,,Bay
380,B18-10025,32.713700000000003,-117.190899999999999,,,,Bay
381,B18-10033,32.675600000000003,-117.166600000000003,,,,Bay
382,B18-10402,33.750083330000002,-118.141300000000001,San Gabriel River,,,Bay
383,B18-10453,32.705900000000000,-117.187100000000001,,,,Bay
384,B18-10454,32.705800000000004,-117.185400000000001,,,,Bay
385,B18-10189,33.829999999999998,-118.260000000000005,,,,
386,B18-10190,33.820000000000000,-118.239999999999995,,,,
388,B18-10744,34.414949999999997,-119.874549999999999,,,,Freshwater Estuary
389,B18-10746,34.412979999999997,-119.876679999999993,,,,Freshwater Estuary
390,B18-10759,33.859999999999999,-118.280000000000001,,,,
391,B18-10766,33.824150000000003,-118.205449999999999,,,,Freshwater Estuary
392,B18-10145,33.971159999999998,-118.439189999999996,,,,Estuaries
393,B18-10147,33.780929999999998,-118.205500000000001,,,,Estuaries
395,B18-10204,34.426310000000001,-119.917559999999995,,,,Inner Shelf
396,B18-10234,32.816279999999999,-117.288889999999995,,,,Inner Shelf
397,B18-10235,32.674669999999999,-117.264849999999996,,,,Inner Shelf
398,B18-10236,32.669229999999999,-117.255859999999998,,,,Inner Shelf
400,B18-10881,32.630730000000000,-117.145550000000000,,,,Inner Shelf
401,B18-10256,33.860133329999996,-118.447783299999998,,,,Mid Shelf
402,B18-10906,33.926850000000002,-118.554816700000003,,,,Mid Shelf
403,B18-10306,33.997316669999996,-119.024216699999997,,,,Outer Shelf
404,B18-10964,34.001666669999999,-119.034766700000006,,,,Outer Shelf
405,B18-10637,32.677900000000001,-117.154100000000000,,,,Port
406,B18-10329,34.211799999999997,-120.542689999999993,,,,Upper Slope
407,B18-10337,34.128210000000003,-119.399969999999996,,,,Upper Slope
